url,id,price,baths,rooms,sqft
https://www.idealista.com/inmueble/103580193/,103580193,370000,1,4,86
https://www.idealista.com/inmueble/103680205/,103680205,670000,2,3,140
https://www.idealista.com/inmueble/103342619/,103342619,598000,1,3,112
https://www.idealista.com/inmueble/102048679/,102048679,610000,2,2,120
https://www.idealista.com/inmueble/103664685/,103664685,125000,1,1,62
https://www.idealista.com/inmueble/102127881/,102127881,520000,3,2,111
https://www.idealista.com/inmueble/101135248/,101135248,745000,3,4,153
https://www.idealista.com/inmueble/103153576/,103153576,155000,1,1,43
https://www.idealista.com/inmueble/101945009/,101945009,498000,2,5,139
https://www.idealista.com/inmueble/103557168/,103557168,865000,2,2,104
https://www.idealista.com/inmueble/101527179/,101527179,560000,2,2,84
https://www.idealista.com/inmueble/103056454/,103056454,700000,1,3,103
https://www.idealista.com/inmueble/103878183/,103878183,140000,1,2,56
https://www.idealista.com/inmueble/103137776/,103137776,799000,2,2,75
https://www.idealista.com/inmueble/104010046/,104010046,369000,1,1,61
https://www.idealista.com/inmueble/102732772/,102732772,1490000,3,3,144
https://www.idealista.com/inmueble/103858120/,103858120,1440000,3,5,277
https://www.idealista.com/inmueble/102352653/,102352653,698000,2,2,108
https://www.idealista.com/inmueble/100883016/,100883016,990000,4,6,293
https://www.idealista.com/inmueble/104144923/,104144923,1170000,2,2,117
https://www.idealista.com/inmueble/103833905/,103833905,370000,1,3,56
https://www.idealista.com/inmueble/103652379/,103652379,1950000,3,4,283
https://www.idealista.com/inmueble/103889765/,103889765,475000,2,4,100
https://www.idealista.com/inmueble/103622704/,103622704,299000,2,3,101
https://www.idealista.com/inmueble/101607359/,101607359,860000,2,2,252
https://www.idealista.com/inmueble/103761116/,103761116,500000,1,1,78
https://www.idealista.com/inmueble/103301383/,103301383,270000,1,1,80
https://www.idealista.com/inmueble/98778094/,98778094,769000,2,2,198
https://www.idealista.com/inmueble/103392885/,103392885,1100000,4,5,224
https://www.idealista.com/inmueble/103326130/,103326130,137000,1,2,68
https://www.idealista.com/inmueble/103656807/,103656807,253000,1,3,80
https://www.idealista.com/inmueble/98412896/,98412896,899000,2,3,204
https://www.idealista.com/inmueble/103780885/,103780885,859000,2,2,88
https://www.idealista.com/inmueble/103459470/,103459470,334740,2,2,102
https://www.idealista.com/inmueble/100390518/,100390518,1499000,3,3,187
https://www.idealista.com/inmueble/104144435/,104144435,155000,1,2,74
https://www.idealista.com/inmueble/103277763/,103277763,259000,1,2,54
https://www.idealista.com/inmueble/102389393/,102389393,1410000,2,3,118
https://www.idealista.com/inmueble/103483395/,103483395,850000,2,2,118
https://www.idealista.com/inmueble/103869286/,103869286,1300000,3,3,165
https://www.idealista.com/inmueble/103982733/,103982733,940500,2,3,168
https://www.idealista.com/inmueble/93571415/,93571415,950000,2,3,150
https://www.idealista.com/inmueble/102498211/,102498211,1445000,3,3,263
https://www.idealista.com/inmueble/102981559/,102981559,749000,2,2,104
https://www.idealista.com/inmueble/103719012/,103719012,430000,1,1,82
https://www.idealista.com/inmueble/103374280/,103374280,865000,2,2,127
https://www.idealista.com/inmueble/103237951/,103237951,780000,2,2,74
https://www.idealista.com/inmueble/103212018/,103212018,895000,2,3,101
https://www.idealista.com/inmueble/103566834/,103566834,1400000,2,3,150
https://www.idealista.com/inmueble/103247149/,103247149,875000,2,3,134
